startValue,endValue,quantity
101400,101599,20
101600,101799,39
101800,101999,26
102000,102199,25
102200,102399,24
102400,102599,36
102600,102799,23
102800,102999,30
103000,103199,20
103200,103399,22
103400,103599,33
103600,103799,25
103800,103999,30
104000,104199,24
104200,104399,31
104400,104599,19
104600,104799,31
104800,104999,17
105000,105199,26
105200,105399,35
105400,105599,25
105600,105799,35
105800,105999,14
106000,106199,31
106200,106399,13
106400,106599,22
106600,106799,19
106800,106999,28
107000,107199,31
107200,107399,19
107400,107599,22
107600,107799,24
107800,107999,33
108000,108199,26
108200,108399,18
108400,108599,21
108600,108799,29
108800,108999,21
109000,109199,23
109200,109399,30
109400,109599,25
109600,109799,20
109800,109999,24
110000,110199,17
110200,110399,20
110400,110599,16
110600,110799,24
110800,110999,22
111000,111199,18
111200,111399,25
111400,111599,25
111600,111799,26
111800,111999,26
112000,112199,23
112200,112399,22
112400,112599,18
112600,112799,14
112800,112999,19
113000,113199,24
113200,113399,18
113400,113599,12
113600,113799,15
113800,113999,14
114000,114199,25
114200,114399,21
114400,114599,21
114600,114799,18
114800,114999,11
115000,115199,15
115200,115399,14
115400,115599,23
115600,115799,16
115800,115999,9
116000,116199,27
116200,116399,23
116400,116599,17
116600,116799,26
116800,116999,14
117000,117199,29
117200,117399,24
117400,117599,23
117600,117799,24
117800,117999,14
118000,118199,16
118200,118399,14
118400,118599,13
118600,118799,14
118800,118999,23
119000,119199,24
119200,119399,18
119400,119599,18
119600,119799,16
119800,119999,19
120000,120199,14
120200,120399,19
120400,120599,14
120600,120799,16
120800,120999,25
121000,121199,26
121200,121399,17
121400,121599,17
121600,121799,12
121800,121999,12
122000,122199,13
122200,122399,19
122400,122599,19
122600,122799,17
122800,122999,10
123000,123199,17
123200,123399,13
123400,123599,11
123600,123799,6
123800,123999,19
124000,124199,16
124200,124399,18
124400,124599,14
124600,124799,13
124800,124999,12
125000,125199,15
125200,125399,16
125400,125599,17
125600,125799,11
125800,125999,12
126000,126199,9
126200,126399,9
126400,126599,15
126600,126799,17
126800,126999,17
127000,127199,18
127200,127399,17
127400,127599,13
127600,127799,10
127800,127999,13
128000,128199,17
128200,128399,13
128400,128599,17
128600,128799,20
128800,128999,8
129000,129199,16
129200,129399,9
129400,129599,7
129600,129799,13
129800,129999,12
130000,130199,8
130200,130399,12
130400,130599,12
130600,130799,13
130800,130999,14
131000,131199,25
131200,131399,10
131400,131599,18
131600,131799,23
131800,131999,9
132000,132199,9
132200,132399,12
132400,132599,12
132600,132799,16
132800,132999,10
133000,133199,10
133200,133399,11
133400,133599,8
133600,133799,17
133800,133999,15
134000,134199,14
134200,134399,5
134400,134599,15
134600,134799,14
134800,134999,13
135000,135199,14
135200,135399,16
135400,135599,11
135600,135799,15
135800,135999,9
136000,136199,10
136200,136399,12
136400,136599,8
136600,136799,15
136800,136999,11
137000,137199,21
137200,137399,10
137400,137599,8
137600,137799,12
137800,137999,16
138000,138199,12
138200,138399,12
138400,138599,9
138600,138799,9
138800,138999,15
139000,139199,9
139200,139399,11
139400,139599,9
139600,139799,12
139800,139999,10
140000,140199,13
140200,140399,9
140400,140599,11
140600,140799,10
140800,140999,7
141000,141199,13
141200,141399,10
141400,141599,8
141600,141799,19
141800,141999,9
142000,142199,13
142200,142399,12
142400,142599,11
142600,142799,9
142800,142999,9
143000,143199,5
143200,143399,4
143400,143599,9
143600,143799,9
143800,143999,8
144000,144199,10
144200,144399,14
144400,144599,7
144600,144799,10
144800,144999,10
145000,145199,15
145200,145399,10
145400,145599,7
145600,145799,11
145800,145999,10
146000,146199,10
146200,146399,13
146400,146599,6
146600,146799,9
146800,146999,8
147000,147199,12
147200,147399,10
147400,147599,9
147600,147799,8
147800,147999,7
148000,148199,5
148200,148399,18
148400,148599,15
148600,148799,7
148800,148999,11
149000,149199,7
149200,149399,9
149400,149599,11
149600,149799,11
149800,149999,5
150000,150199,13
150200,150399,14
150400,150599,5
150600,150799,11
150800,150999,6
151000,151199,15
151200,151399,17
151400,151599,5
151600,151799,9
151800,151999,12
152000,152199,11
152200,152399,15
152400,152599,9
152600,152799,8
152800,152999,17
153000,153199,5
153200,153399,6
153400,153599,14
153600,153799,12
153800,153999,11
154000,154199,10
154200,154399,6
154400,154599,11
154600,154799,10
154800,154999,10
155000,155199,7
155200,155399,6
155400,155599,13
155600,155799,5
155800,155999,11
156000,156199,9
156200,156399,11
156400,156599,11
156600,156799,6
156800,156999,8
157000,157199,7
157200,157399,6
157400,157599,10
157600,157799,9
157800,157999,7
158000,158199,10
158200,158399,8
158400,158599,3
158600,158799,14
158800,158999,13
159000,159199,5
159200,159399,6
159400,159599,9
159600,159799,11
159800,159999,2
160000,160199,4
160200,160399,8
160400,160599,4
160600,160799,6
160800,160999,7
161000,161199,9
161200,161399,7
161400,161599,15
161600,161799,7
161800,161999,8
162000,162199,7
162200,162399,4
162400,162599,10
162600,162799,10
162800,162999,4
163000,163199,4
163200,163399,4
163400,163599,10
163600,163799,8
163800,163999,10
164000,164199,3
164200,164399,8
164400,164599,8
164600,164799,11
164800,164999,9
165000,165199,7
165200,165399,9
165400,165599,8
165600,165799,4
165800,165999,12
166000,166199,8
166200,166399,8
166400,166599,8
166600,166799,8
166800,166999,6
167000,167199,3
167200,167399,8
167400,167599,7
167600,167799,9
167800,167999,9
168000,168199,5
168200,168399,16
168400,168599,10
168600,168799,4
168800,168999,6
169000,169199,5
169200,169399,6
169400,169599,7
169600,169799,4
169800,169999,4
170000,170199,7
170200,170399,3
170400,170599,7
170600,170799,4
170800,170999,4
171000,171199,6
171200,171399,3
171400,171599,4
171600,171799,4
171800,171999,2
172000,172199,4
172200,172399,9
172400,172599,5
172600,172799,5
172800,172999,7
173000,173199,4
173200,173399,6
173400,173599,9
173600,173799,8
173800,173999,6
174000,174199,5
174200,174399,4
174400,174599,8
174600,174799,8
174800,174999,6
175000,175199,6
175200,175399,9
175400,175599,5
175600,175799,5
175800,175999,3
176000,176199,9
176200,176399,4
176400,176599,8
176600,176799,9
176800,176999,3
177000,177199,5
177200,177399,6
177400,177599,0
177600,177799,5
177800,177999,8
178000,178199,6
178200,178399,7
178400,178599,8
178600,178799,6
178800,178999,4
179000,179199,9
179200,179399,9
179400,179599,4
179600,179799,5
179800,179999,3
180000,180199,9
180200,180399,8
180400,180599,4
180600,180799,3
180800,180999,8
181000,181199,5
181200,181399,5
181400,181599,4
181600,181799,6
181800,181999,3
182000,182199,5
182200,182399,6
182400,182599,9
182600,182799,5
182800,182999,4
183000,183199,5
183200,183399,3
183400,183599,5
183600,183799,4
183800,183999,2
184000,184199,4
184200,184399,5
184400,184599,5
184600,184799,6
184800,184999,3
185000,185199,3
185200,185399,5
185400,185599,9
185600,185799,3
185800,185999,4
186000,186199,4
186200,186399,1
186400,186599,8
186600,186799,5
186800,186999,5
187000,187199,2
187200,187399,6
187400,187599,6
187600,187799,9
187800,187999,4
188000,188199,5
188200,188399,10
188400,188599,9
188600,188799,2
188800,188999,8
189000,189199,5
189200,189399,7
189400,189599,4
189600,189799,7
189800,189999,8
190000,190199,6
190200,190399,1
190400,190599,7
190600,190799,2
190800,190999,3
191000,191199,5
191200,191399,4
191400,191599,5
191600,191799,2
191800,191999,7
192000,192199,3
192200,192399,4
192400,192599,5
192600,192799,9
192800,192999,3
193000,193199,4
193200,193399,6
193400,193599,1
193600,193799,5
193800,193999,5
194000,194199,1
194200,194399,3
194400,194599,4
194600,194799,5
194800,194999,4
195000,195199,5
195200,195399,3
195400,195599,9
195600,195799,3
195800,195999,6
196000,196199,4
196200,196399,2
196400,196599,5
196600,196799,7
196800,196999,4
197000,197199,5
197200,197399,3
197400,197599,0
197600,197799,2
197800,197999,7
198000,198199,4
198200,198399,4
198400,198599,0
198600,198799,7
198800,198999,0
